"","klasifikasi","score","text"
"727","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"728","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"729","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"730","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"731","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"732","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"733","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"734","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"735","Positif",1,"indonesia diurus pemimpin rakus pajak entah kemana pendapat daerah lebih bnyk ke pusat  dari dulu   dah men "
"736","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"737","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"738","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"739","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"740","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"741","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"742","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"743","Netral",0,"   bayar pajak cuma buat gaji setapsus ginian apes bgt jd rakjel di sini"
"744","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"745","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"746","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"747","Negatif",-1,"weekend open untuk malam saja    pajak bea cukai keuangan negara  matkul lain progress testi bisa cek "
"748","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"749","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"750","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"751","Netral",0," bantu dong  wts kawasaki vulcan s  tahun  surat lengkap pajak hidup km pendek   rb  mesin sangat halus keli"
"752","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"753","Netral",0," siapa sih yg memproduksi sepeda listrik ini gua pingin tahukok sampai pemerintah berani kasih subsidi "
"754","Negatif",-3," k dari maker bukan reseller ya kak ini emg bnr buat toko online yg notabenenya ada pajak perproduk sama "
"755","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"756","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"757","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"758","Negatif",-1,"  transportasi publik makin sulit pajak kendaraan listrik didiscount  emang disuruh macetan aja ini mah"
"759","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"760","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"761","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"762","Negatif",-2," tingkat pendidikan amp  kelas ekonomi yg berbeda podo mikir e udah buang aja disini ntar juga ada yg b "
"763","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"764","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"765","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"766","Negatif",-1," ayo jujur masse  dana covid itu  t bukan t  lainnya itu blt dan subsidi ekonomi mobil dan rumah bebas pajak dll"
"767","Negatif",-1," ini yg idh sama pajak nder "
"768","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"769","Positif",3," satu hal lagi yg tdk bisa di ganggu gugat amanat undang pertambangan minerba tahun  sdh tdk blh "
"770","Netral",0," bantu dong  wts kawasaki vulcan s  tahun  surat lengkap pajak hidup km pendek   rb  mesin sangat halus keli"
"771","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"772","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"773","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"774","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"775","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"776","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"777","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"778","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"779","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"780","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"781","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"782","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"783","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"784","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"785","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"786","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"787","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"788","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"789","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"790","Negatif",-2,"    anda tidak salah saya yakin aktualnya jauh lebih ironis "
"791","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"792","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"793","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"794","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"795","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"796","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"797","Netral",0,"ybs belajar  pencurielitevonisnyaringan pdhl jumlah harta negara yg di curi ada pajak kami wong cilik  k "
"798","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"799","Negatif",-1,"  lahhh bodoh cebong preaiden tuh ngelola pajak rakyat harus dikontrol oleh rakyat "
"800","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"801","Negatif",-1," dulu baik itu portugis inggrisbelandaspanyol harus  ber darah saat akan menguasai tanah  kini cukup dengan investa"
"802","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"803","Negatif",-4," halo kak saya minta bantuannya soal lupa efin lupaefin awp orang pribadi bsudah aktivasi belum di kpp"
"804","Netral",0," zaman jd anak kost tak terhitung dosa maling koin"
"805","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"806","Negatif",-1," kenapa pengisian laporan pajak hal membingungkan ut awam  tdk bisa kah kemenkeu sbg yg meminta d "
"807","Positif",1,"  juta dengan pajak  ini adalah biaya yang diinvestasikan manchester city untuk mengontrak julián álvarez januari l"
"808","Negatif",-1,"   penguasa balaikota jakarta  pegawai pajak  selebcatpengusaha fashion  pengangguran cerewet  "
"809","Netral",0," tapi aku gak tau kamu"
"810","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"811","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"812","Netral",0," yak bener seratus juta rupiah dipotong pajak "
"813","Netral",0," kan aku nganggep kamu selalu  "
"814","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"815","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"816","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"817","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"818","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"819","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"820","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"821","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"822","Negatif",-1," jangan lupa pajak ultah banh"
"823","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"824","Negatif",-1,"dulu baik itu portugis inggrisbelandaspanyol harus  ber darah saat akan menguasai tanah  kini cukup dengan i "
"825","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"826","Positif",2," barangkali ada yg mo cari motor dijual scoopy th  surat lengkap pajak baru mulus nominus seperti baru jarang di"
"827","Negatif",-2,"  mungkin aturan bayar pajak  milyar karena ada diskon  malah dapat cash back  milyar"
"828","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"829","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"830","Positif",1,"  juta dengan pajak  ini adalah biaya yang diinvestasikan manchester city untuk mengontrak julián álvarez januari l"
"831","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"832","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"833","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"834","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"835","Negatif",-1," kalau begini semua pegawai   yg digaji dr pajak rakyat apa dia gak mikir ya "
"836","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"837","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"838","Negatif",-1,"bekas tni tapi rela kepalanya diinjak as dan taipan tiongkok kalau gak diinjak kepalanya gak dapat jagung "
"839","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"840","Negatif",-4,"dunia kucing sedang tidak baik saja perkara si soleh jadi pegawai pajak"
"841","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"842","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"843","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"844","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"845","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"846","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"847","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"848","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"849","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"850","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"851","Positif",2," negara maju bbm murah bebas pajak kan negara maju jd rakyat ndak usah pajak petani harga pupuk dan obat "
"852","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"853","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"854","Netral",0," sebab ga dianggap "
"855","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"856","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"857","Negatif",-1," apakah benar bisa investor bisa miliki tanah sampe  tahun dan bebas pajak"
"858","Netral",0,"pajak "
"859","Netral",0," web djp lagi eror kah min "
"860","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"861","Negatif",-2," dgn alibi yg dbuat jkw seakan ri gagal maju akibat eksport nikel bahan mentah itu bener mengde "
"862","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"863","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"864","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"865","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"866","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"867","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"868","Netral",0,"   udah pajak  barang ready bisa langsung dipegang  ori  yaaa  normal lah segitu mah"
"869","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"870","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"871","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"872","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"873","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"874","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"875","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"876","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"877","Negatif",-3," ayo download dan klik link referal  untuk dapatkan  mcflurry harga special rp  sebelum pajak"
"878","Negatif",-2,"ayo download dan klik link referal  untuk dapatkan  mcflurry harga special rp  sebel "
"879","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"880","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"881","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"882","Negatif",-1,"  yup betuldari pemeriksaan sampai keberatan djp cukup pakai gelar bkptapi kalau "
"883","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"884","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"885","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"886","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"887","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"888","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"889","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"890","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"891","Netral",0," lupaepin apribadi bbelum"
"892","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"893","Positif",1," iyhh benul skalie kak l satu juta rupiah dipotong pajak"
"894","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"895","Netral",0,"khusus jabodetabek area pinjaman kta dari bank asing maksimal  juta     syarat ktp cc npwp     pakai bukti pot "
"896","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"897","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"898","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"899","Negatif",-1," orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya china"
"900","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"901","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"902","Negatif",-2," prihatin liat bangsa gw sekarang udah mau disuruh kerja sama babunya maunya jadi petugas pajak gw sih "
"903","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"904","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"905","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"906","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"907","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"908","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"909","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"910","Negatif",-1,"orang seluruh dunia tahu soal nikel kita investornya china penambangnya china teknologinya china pemrosesnya ch "
"911","Positif",1," kalo co jin bebas ongkir  pajak g min "
"912","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"913","Negatif",-1,"event this daybersama bppkad kota kediri wajib pajak bumi dan bangunan "
"914","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"915","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"916","Positif",2," barangkali ada yg mo cari motor dijual scoopy th  surat lengkap pajak baru mulus nominus seperti baru jarang di"
"917","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"918","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"919","Netral",0,"   apa sejak saham di ambil ada perubahan taraf hidup rakyat jadi lebih baik "
"920","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"921","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"922","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"923","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"924","Netral",0,"  pak punya rasa malu gakanda dibayar pakai pajak rakyatseenaknya jwb pertanyaan rakyat y "
"925","Netral",0," pajak jones"
"926","Negatif",-1,"open po jastip kwangya sm store jakarta    k barang kecil  mirrorsticker  k binderalbum  k big mer "
"927","Positif",1," kita akan melihat pemandangan kek gini harihari ke depan di semua daerah ketika safari keliling indonesia bahkan keliling du"
"928","Netral",0,"   udah pajak  barang ready bisa langsung dipegang  ori  yaaa  normal lah segitu mah"
"929","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"930","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"931","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"932","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"933","Negatif",-3,"  sejarah tinju di indonesia bermula saat banyaknya pribumi dan orang belanda saling adu jotos di tahun "
"934","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"935","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"936","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"937","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"938","Netral",0,"     anda kira itu tugas sayaitu tugas pemerintah bl "
"939","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"940","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"941","Negatif",-1," negara kaya sda tapi hutang menggunung pajak naik bpjs naik listrik naik bbm naik penganguran naik ju "
"942","Negatif",-3,"  utk para bisnisman njing tp tuh pakai duit apbn dan hasil hutang ujungnya pajak d "
"943","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"944","Netral",0,"     tp kl sampai  tahun itu yg jrs dikritisiapalagi beba "
"945","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"946","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"947","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"948","Negatif",-1,"   yg bilang uang pribadi menteri itu siapa biar dia saja yang ngatur keuangan u "
"949","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"950","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"951","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"952","Negatif",-1,"  harga eribong di kwangya store jkt udh sama pajak jadi segini guys  "
"953","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"954","Negatif",-1,"open jastip kwangya store    fee k  k item excl pajak  full payment  belum termasuk packing "
"955","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"956","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"957","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"958","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"959","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"960","Positif",1,"   rupiah masih dicadangkan dgn emas sampai tahun  saat suharto dilengserkan "
"961","Negatif",-2,"  pada dasarnya kita selalu merugi karena membayar pajak untuk menggaji orang yg sepertinya kurang dalam bi"
"962","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"963","Negatif",-2,"pelayanan samsat cfd hari minggu di alunalun kebumen  monggo bagi masyarakat kebumen yang ingin mengurus pembayar "
"964","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"965","Negatif",-1," dijual cepat yaris  on going  km surat lengkap  pajak mati setahun jt nego santai "
"966","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"967","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"968","Netral",0,"hukum pajak hukum waris  "
"969","Netral",0," alhamdulillah hari ini genap  tahun sy bisa baca al quran meski belajar dg tertatihtatih dari iqro senangnya bisa"
"970","Netral",0," dulu baik itu portugis spanyol inggris belanda hingga jepang harus berdarahdarah ketika akan menguasai tanah"
"971","Positif",1," mendingan kamu gak usah hidup kalau tidak mau bayar pajak"
"972","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"973","Negatif",-1," dijual cepat yaris  on going  km surat lengkap  pajak mati setahun jt nego santai "
"974","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"975","Negatif",-3," orang bijak taat pajak orang jahat makan pajak orang gila engga di ajak"
"976","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"977","Negatif",-1," dijual cepat yaris  on going  km surat lengkap  pajak mati setahun jt nego santai "
"978","Netral",0," hong kong dikuasai kolonial inggris selama  tahun  dan baru kembali di pangkuan cina di  bayangin  nawa"
"979","Netral",0,"linkpajak ingin mencari peraturan pajak gt  "
